ChEMBL ID,AlogP,PSA,HBA,HBD,Smiles,MW,pIC50
CHEMBL3940387,4.65,76.89,7,2,CC(C)c1c2cc(-c3ccnc(N[C@H]4CC[C@H](NC5CCOCC5)CC4)n3)ccc2nn1C,226.23099999999997,6.609064892896621
CHEMBL284954,2.50,98.54,5,1,CCOC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1,516.6670000000004,7.309803919971486
CHEMBL1689369,4.23,63.08,5,1,Cc1ccc(-c2csc3ncnc(SCCC(=O)O)c23)cc1,306.36500000000007,7.0
CHEMBL3109630,2.98,60.08,5,1,COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1,538.7010000000004,7.42021640338319
CHEMBL4116008,1.37,133.55,8,3,CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,395.5030000000002,8.096910013008056
CHEMBL2037226,7.36,98.05,3,5,Cc1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,479.60000000000025,6.301029995663981
CHEMBL4224714,5.18,53.60,3,2,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncccc34)cn2)cc1,421.5050000000002,7.552841968657781
CHEMBL257839,0.38,191.60,10,8,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O,337.26100000000025,4.0
CHEMBL282093,3.86,77.98,4,1,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,528.6750000000002,8.0
CHEMBL4290012,4.94,75.00,8,1,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1.CS(=O)(=O)O,449.5510000000003,6.301029995663981
CHEMBL3613749,4.67,83.12,5,3,Cc1ncc(Cl)cc1NCc1ccc(C(=O)N[C@@H](CC2CCCC2)C(=O)NC2CC2)s1,502.5630000000003,5.022276394711152
CHEMBL167055,1.57,117.74,6,2,CC(=O)C(=Cc1cc(O)c(O)c([N+](=O)[O-])c1)C(C)=O,479.4830000000001,7.7447274948966935
CHEMBL273083,4.54,128.43,5,5,CSc1ccc(C(=O)N[C@@H]2CCCC[C@@H]2NC(=O)CNC(=O)c2cc(C(F)(F)F)ccc2NC(=O)NC(C)C)cc1,440.31900000000013,8.292429823902063
CHEMBL1086310,1.20,90.92,7,1,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,549.4200000000002,5.207608310501746
CHEMBL1213178,-2.32,133.49,8,4,O=c1ncnc2n([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)[nH]cc1-2,421.5480000000002,5.3979400086720375
CHEMBL2094620,3.05,91.74,6,2,C/C(=N/Nc1nnc2c(n1)[nH]c1c(C)cccc12)c1ccccn1,479.99000000000024,7.3979400086720375
CHEMBL191482,3.18,78.43,3,3,CC(C)[C@H](C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1,433.59600000000023,7.795880017344075
CHEMBL112715,4.98,55.76,3,1,CC1(C)CCC(C)(C)c2cc(C3(c4ccc(C(=O)O)cc4)OCCO3)ccc21,488.3690000000001,4.899629454882437
CHEMBL117904,0.84,114.55,9,3,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCCC3)ncnc21,357.4210000000001,7.3979400086720375
CHEMBL1257753,5.10,41.05,4,1,Cc1nc(Nc2ccc(F)cc2)nc(N2CCc3ccccc3C2C)c1C.Cl,559.711,6.455931955649724
CHEMBL674,0.81,101.65,4,3,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,282.38700000000006,8.657577319177793
CHEMBL1628668,6.54,32.78,3,0,COc1ccc2c(c1)C(C(=O)N(Cc1ccc(N(C)C)cc1)c1ccc(C(C)C)cc1)CCC2,383.4520000000001,8.698970004336019
CHEMBL244559,0.96,123.83,7,3,Nc1nc(N)c2nc(-c3cccc(O)c3)cnc2n1,621.9149999999998,7.399027104313252
CHEMBL4059722,2.63,32.70,3,1,COc1cccc([C@]2(O)CCCC[C@H]2CN(C)C)c1,476.7420000000003,3.876148359032914
CHEMBL539581,4.34,42.01,5,0,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2.Cl.Cl,649.6319999999998,5.879998925531604
CHEMBL296263,-1.22,83.55,3,3,NC[C@@H](O)CC(=O)O,356.42900000000003,6.3979400086720375
CHEMBL462653,4.44,54.37,2,1,C[C@@]12CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)O)[C@H]4CC[C@]3(CC1=O)C2,308.65600000000006,3.493494967595128
CHEMBL42661,2.58,65.60,2,2,Cc1c(-c2ccccc2F)[nH]c(N)c1C#N,322.32000000000005,6.267606240177032
CHEMBL907,4.47,109.58,6,2,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,402.90300000000013,8.55284196865778
CHEMBL304087,4.01,123.95,7,3,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,444.53900000000027,8.0
CHEMBL296480,3.09,166.75,7,5,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,294.807,4.111483538925055
CHEMBL255682,3.21,84.50,4,2,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H](C(=O)OC(C)(C)C)c1ccccc1,369.3430000000002,4.465973893943865
CHEMBL1086339,1.59,90.92,7,1,CCC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,362.3630000000001,4.728158393463501
CHEMBL1774055,4.18,89.42,5,3,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)c(C#N)cc2F)n[nH]1,271.27000000000004,8.522878745280337
CHEMBL1672558,5.35,53.43,4,1,O=C(O)C1CN(Cc2ccc(-c3nc4cc(Cc5ccccc5F)ccc4s3)c(F)c2)C1,243.334,5.0
CHEMBL3092807,3.30,95.43,8,3,CCCCNc1ncc(-c2ccc(CN3CCOCC3)cn2)c(N[C@H]2CC[C@H](O)CC2)n1,456.5310000000001,8.008773924307505
CHEMBL280974,4.47,23.47,2,1,O[C@@H](CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,341.3670000000001,7.305394801066432
CHEMBL2029422,3.31,120.34,7,3,O=C(NCC(=O)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4ncccn4)cn3)CC2)C1)c1cccc(C(F)(F)F)c1,371.41800000000006,4.522878745280337
CHEMBL2431867,4.58,30.21,2,0,CC(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,622.8400000000003,4.459999937940861
CHEMBL1233300,0.92,82.53,5,2,O=S(=O)(c1cccc2c(O)nccc12)N1CCCNCC1,564.1510000000004,6.119998611678231
CHEMBL254578,5.12,117.72,7,2,O=C(O)/C(Cc1ccccc1[N+](=O)[O-])=N\Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1,445.9030000000003,4.935542010773082
CHEMBL3422104,5.57,84.21,6,2,CC(C)CNc1nc(-c2cccc3ncccc23)cn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12,446.5260000000001,9.0
CHEMBL3218011,3.23,87.14,5,3,O=C(NCc1cccc(O)c1)Nc1nc(-c2ccncc2)cs1,347.3960000000001,8.096910013008056
CHEMBL1413473,1.86,61.77,4,1,CC(=O)NC1=NN(C(C)=O)C(C)(c2ccccc2)S1,288.307,5.886056647693163
CHEMBL391997,3.62,55.73,3,3,Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2,223.61499999999998,6.221848749616356
CHEMBL1650443,0.53,97.05,7,1,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,311.34100000000007,4.0
CHEMBL1456284,1.56,82.01,5,1,Nc1ncc2c(n1)CC(c1ccco1)CC2=O,487.4120000000002,4.245651664288981
CHEMBL521179,2.80,88.71,6,2,CN(C)CCOc1cc(-c2cn[nH]c2)ccc1NC(=O)C1COc2ccccc2O1,245.33,7.251811972993799
CHEMBL222102,4.76,42.68,6,0,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,299.84499999999997,5.7447274948966935
CHEMBL519240,1.71,76.30,6,2,Nc1nc2c(c(N3CCNCC3)n1)CCC1=C2[C@@H]2CCCC[C@@H]2O1,505.0050000000003,8.4089353929735
CHEMBL1377408,2.79,51.24,5,0,Cl.O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,195.693,4.096910013008056
CHEMBL3808844,6.47,96.73,8,1,CCOc1cn(-c2ccc(F)cc2C)nc1C(=O)Nc1ccc(Oc2ccnc3cc(OC)c(OC)cc23)c(F)c1,526.6850000000004,7.721246399047171
CHEMBL2178953,3.61,106.17,4,2,Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)nc1C(N)=O,200.32199999999997,6.87942606879415
CHEMBL95692,3.08,64.86,6,1,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,315.7600000000001,7.721246399047171
CHEMBL3326831,4.11,134.57,6,3,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)c(C(=O)C(F)(F)F)cn3CC(=O)N[C@@H](CC(C)C)C(=O)O)cc1,269.127,7.42021640338319
CHEMBL98350,3.30,42.68,4,0,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,410.4570000000002,5.853871964321762
CHEMBL1652,4.64,58.20,2,2,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,432.46900000000016,9.920818753952375
CHEMBL1398351,1.60,117.00,5,2,CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1.CS(=O)(=O)O,464.4880000000003,4.690369832574101
CHEMBL365739,-0.20,0.00,0,0,c1ccc2c(c1)[I+]c1ccccc1-2,361.23900000000003,6.337242168318426
CHEMBL4082420,5.30,12.03,1,1,C1CCC(C(C[C@H]2CCCCN2)C2CCCCC2)CC1,500.46700000000016,4.494850021680094
CHEMBL75232,5.01,50.70,4,1,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1.O=C(O)CCC(=O)O,423.53800000000007,7.113509274827518
CHEMBL9352,2.51,86.99,5,3,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,390.41800000000006,3.850472986245652
CHEMBL1256645,3.67,23.47,2,1,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1.Cl,234.72999999999996,5.0
CHEMBL1256915,1.76,26.71,3,1,CN1CC[C@@]2(C)c3cc(O)ccc3N(C)[C@@H]12.O=C(O)/C=C/C(=O)O,502.41200000000015,5.818156412055227
CHEMBL1257040,4.95,9.72,4,0,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,377.444,4.795880017344075
CHEMBL1257109,2.53,55.89,5,1,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O.Cl.Cl,404.4620000000002,5.499999678657065
CHEMBL2057912,4.98,78.85,6,1,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCC1,702.9039999999999,8.086186147616283
CHEMBL1650951,3.17,105.74,5,3,CC(C)(O)C(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1,224.31,5.992679047077256
CHEMBL2030402,2.75,70.92,4,2,O=c1[nH]c([C@@H]2CCCN2)nc2c1oc1ccc(Cl)cc12,369.3430000000002,8.468521082957745
CHEMBL3233142,3.92,26.79,4,0,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12.Cc1ccc(S(=O)(=O)O)cc1,334.379,8.154901959985743
CHEMBL2138625,4.67,73.39,6,2,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC(C)(C)N1CCN(C)CC1,365.33900000000006,7.0
CHEMBL1256839,3.44,40.16,5,0,COc1ccc(CCN(C)CCc2ccc(OC)c(OC)c2)cc1OC.Cl,226.32300000000004,4.900000142057633
CHEMBL1672002,1.67,34.14,2,0,CC1=CC(=O)C(C(C)C)=CC1=O,163.173,4.552841968657781
CHEMBL2058156,5.95,64.35,4,1,COc1cccc(-n2nc(C(=O)O)cc2-c2ccc(C3CCCCC3)c(Cl)c2)c1,188.27399999999994,5.657577319177793
CHEMBL1618018,1.89,49.77,4,1,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,199.278,4.301029995663981
CHEMBL3911801,4.30,75.52,6,1,Cc1ccc(S(=O)(=O)O)cc1.Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc3[nH]ncc23)CC1,179.175,7.896196279044043
CHEMBL1727,0.44,112.73,5,3,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,368.23100000000017,4.380906669373258
CHEMBL590,2.01,34.14,2,0,CC1=CC(=O)c2ccccc2C1=O,377.46900000000016,4.259637310505756
CHEMBL1204337,3.43,52.49,3,3,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl,520.6370000000004,4.900000142057633
CHEMBL1256362,-0.01,49.33,2,2,Cl.O=C(O)C1=CCCNC1,460.98300000000023,4.326979092871104
CHEMBL1398474,5.71,15.71,3,0,CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,312.42800000000005,5.892790030352131
CHEMBL223448,3.47,33.12,2,1,Oc1c(Br)cc(Br)c2cccnc12,480.4340000000001,4.6020599913279625
CHEMBL3421968,3.53,71.34,8,1,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1,440.36700000000013,8.522878745280337
CHEMBL53292,1.48,112.74,6,2,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,211.17299999999997,3.876148359032914
CHEMBL291536,3.72,92.94,5,2,Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1,313.656,7.3979400086720375
CHEMBL307639,0.23,81.91,6,1,COCc1nc2c([nH]1)c(=O)n(C)c(=O)n2CC(C)C,462.6800000000002,5.2839966563652006
CHEMBL85139,3.10,50.68,3,1,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,230.355,6.585026652029182
CHEMBL273386,1.21,106.51,5,1,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,380.4910000000001,3.0
CHEMBL1356607,0.09,86.71,4,4,NC[C@H](O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O,179.30699999999996,4.900000142057633
CHEMBL42710,2.13,29.46,2,1,C=CCc1ccc(O)c(OC)c1,350.4180000000001,4.0
CHEMBL31907,7.28,49.33,2,2,CCCCCCCCCCCCCCCCNc1ccc(C(=O)O)cc1,448.0910000000001,5.0
CHEMBL1614712,4.92,69.20,6,1,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,463.33900000000006,5.040958607678906
CHEMBL208943,4.17,53.09,4,0,O=C(c1c2ccccc2cc2ccccc12)N1CCC(N2CCC[C@@H](C(=O)N3CCOCC3)C2)CC1,356.3,7.214670164989233
CHEMBL2165191,2.71,96.17,7,2,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,193.20200000000003,6.060480747381382
CHEMBL1446457,5.18,37.63,4,1,COc1ccccc1C1(O)CCN(CCCn2c3ccccc3c3ccccc32)CC1,594.6890000000004,4.989999996723885
CHEMBL2106227,4.23,33.62,3,1,CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,339.47900000000016,4.685290307044826
CHEMBL418971,3.42,40.46,2,2,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,425.4310000000002,2.065501548756432
CHEMBL131921,2.88,79.90,5,2,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,398.9600000000001,6.3979400086720375
CHEMBL539163,3.53,49.98,4,1,Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)OC(=S)N2,425.5100000000001,9.301029995663981
CHEMBL2047521,2.66,54.88,3,1,O=C(Nc1cnc(Cl)nc1)c1ccc(F)c(F)c1,396.4540000000001,4.0
CHEMBL39999,2.77,49.84,3,2,S=C(NCCc1ccccn1)Nc1ccc(Br)cn1,402.40400000000017,6.096910013008056
CHEMBL4078477,3.97,72.94,4,2,Nc1cc(F)ccc1NC(=O)/C=C/c1cnn(C/C=C/c2ccccc2)c1,503.3400000000001,7.096910013008056
CHEMBL1917204,2.56,44.00,5,0,Cc1ccc(-n2sc(=O)n(Cc3ccc(F)cc3)c2=O)cc1,351.12100000000004,7.521433504406157
CHEMBL2204502,4.22,117.42,6,3,CC[C@@H](C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(N)=O,341.53600000000006,7.251811972993799
CHEMBL2017214,3.12,90.89,9,3,CSc1ccccc1Nc1nc(N2CCNCC2)nc2c(NCC3CC3)ncnc12,563.6250000000002,7.920818753952375
CHEMBL1951415,4.23,69.62,5,1,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCCCC2)n1,354.48700000000014,8.096910013008056
CHEMBL3355096,4.32,139.84,8,6,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,308.337,3.6989700043360187
CHEMBL561533,4.87,56.15,4,1,CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2ccccc2OC)c1,182.226,8.301029995663981
CHEMBL1255588,4.84,23.47,2,1,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,328.5000000000001,7.920818753952375
CHEMBL1257423,3.51,96.37,6,3,O=C(NCCO)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,395.47800000000007,5.698970004336019
CHEMBL3287735,4.63,95.05,6,3,CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCNCC4)nc3)cc21,471.4970000000002,7.795880017344075
CHEMBL2177380,3.10,81.59,6,2,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@@H]3O)CC1)c1ccc(Cl)cc1,326.83100000000013,5.809108283077831
CHEMBL4089840,2.79,59.16,3,1,O=C(COc1cccc2c(=O)[nH]ccc12)c1ccccc1,399.87500000000017,5.889999848866887
CHEMBL209569,5.46,88.51,6,3,C[C@@H]1CN(c2ncc(C(O)CO)cc2Cl)CCN1c1nc2c(-c3cc(F)c(F)c(F)c3)cc(C(F)(F)F)cc2[nH]1,553.5710000000004,9.045757490560675
CHEMBL1229535,1.42,111.62,5,3,CC(=O)/N=c1/[nH]c(C)c(-c2ccc(Cl)c(S(=O)(=O)NCCO)c2)s1,394.4030000000002,7.795880017344075
CHEMBL3094387,5.27,49.33,2,2,O=C(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,539.6800000000004,5.0
CHEMBL393929,4.06,54.35,5,1,O=C1N=C(NCc2cccs2)S/C1=C\c1ccc2ncccc2c1,117.14799999999998,5.943095148663527
CHEMBL3116252,3.95,65.90,5,1,O=C(C(c1ccccc1)c1ccccc1)N1CCN(CC(O)COc2cccc3ncccc23)CC1.O=C(O)/C=C/C(=O)O,341.8460000000001,3.3010299956639813
CHEMBL2023158,3.60,74.25,3,3,O=C(Nc1ccc(-c2ccncc2)cc1)N[C@H](CO)c1ccccc1,420.46500000000015,7.0
CHEMBL375270,3.50,72.24,3,1,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl,164.16,5.481486060122113
CHEMBL353581,1.87,91.32,4,3,O=C(CCCCCCC(=O)Nc1cccnc1)NO,264.328,6.698970004336019
CHEMBL3360305,2.60,103.02,6,2,COc1cccc(-c2cc(F)ccc2[C@H]2Cc3nc(N)nc(C)c3C(=O)N2)n1,384.51600000000025,7.552841968657781
CHEMBL3401292,5.14,99.57,8,2,Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(Nc2ccc([C@H]3C(=O)N(C)CCN3C)cc2)n1,472.6100000000002,6.795880017344075
CHEMBL565269,4.26,37.81,4,1,Cc1cccc(Nc2nc(-c3ccncc3)cs2)c1,121.16099999999997,5.6777807052660805
CHEMBL1476605,7.00,20.23,1,1,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,337.4490000000001,5.192464971931146
CHEMBL539313,1.77,33.62,3,1,CCC1(C2=NCCN2)Cc2ccccc2O1.Cl,583.6010000000002,5.200000237109354
CHEMBL2430359,3.14,129.21,8,3,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O.O=S(=O)(O)c1ccccc1,423.53800000000007,7.853871964321762
CHEMBL592374,2.85,12.03,1,1,Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,507.4490000000002,7.292429823902063
CHEMBL600764,3.35,65.79,4,1,O=C(CN1CCN(C(=O)c2ccco2)CC1)Nc1cc(C(F)(F)F)ccc1Cl,570.6980000000001,5.0
CHEMBL583042,5.43,102.93,5,4,Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,397.3780000000001,7.318758762624412
CHEMBL327002,5.37,138.18,7,3,Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(C(=O)NO)c1,455.9710000000002,7.769551078621726
CHEMBL254760,5.68,81.07,7,2,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1,189.12699999999998,7.5376020021010435
CHEMBL539507,3.33,12.47,2,0,C#CCN(C)CCCOc1ccc(Cl)cc1Cl.Cl,101.105,4.301029995663981
CHEMBL1553629,5.35,48.13,2,2,CCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(Cl)cc12,300.266,5.0
CHEMBL473159,0.80,60.69,3,3,Oc1cc(O)cc(O)c1,108.13999999999999,3.4061603389187285
CHEMBL464859,-1.84,148.41,9,4,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,250.29399999999995,6.795880017344075
CHEMBL514344,6.33,85.47,5,2,CCOc1cc(C(=O)Nc2ccc(Cl)c(-c3nc4ccccc4[nH]3)c2)cc(OCC)c1OCC,163.173,7.522878745280337
CHEMBL1410068,5.45,68.90,5,1,CC1(C)C=Cc2c(c3c(c4c(=O)c(-c5ccc(O)cc5)coc24)OC(C)(C)CC3)O1,388.886,5.492144128304169
CHEMBL1099,0.03,55.40,3,1,CC1(C)OC(=O)NC1=O,449.63900000000024,3.0
CHEMBL99377,2.08,38.33,2,1,CCC(=O)NC1CCc2cccc(OC)c2C1,357.56300000000005,9.318758762624412
CHEMBL344151,3.15,12.03,1,1,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12.O=C(O)/C=C\C(=O)O,367.7880000000001,10.0
